Ticket_id,ticket_date,Employee_id,Agent_id,Issue_Category,Ticket_Issue,Assigned_Team,Priority,SLA,Resolution_time,SLA_Breach,,,
0043256480,2023-09-23,728,14,System,System running slow,System Administration Team,Low,48,25,No,,,
0043258700,2022-02-01,680,27,Software,Software installation failure,Application Support Team,Medium,24,14,No,,,
0043260337,2023-09-08,1573,33,Software,Application crash,Application Support Team,Medium,24,1,No,,,
0043260708,2022-06-12,1910,37,Hardware,Printer not printing,Hardware Support Team,Medium,24,38,Yes,,,
0043261199,2022-06-14,869,31,Software,Software installation failure,Application Support Team,Medium,24,53,Yes,,,
0043262805,2024-08-24,360,48,Software,Application crash,Application Support Team,Medium,24,2,No,,,
0043263918,2022-06-03,1191,9,Hardware,Keyboard not working,Hardware Support Team,Medium,24,2,No,,,
0043263995,2024-04-05,739,39,Software,Outlook not opening,Application Support Team,Medium,24,13,No,,,
0043264041,2022-04-24,1644,20,System,System update failure,System Administration Team,Low,48,1,No,,,
0043264861,2023-10-12,446,8,Hardware,Printer not printing,Hardware Support Team,Medium,24,13,No,,,
0043266601,2022-07-24,1040,36,Login Access,VPN login issue,Access Management Team,High,4,17,Yes,,,
0043266728,2022-09-11,722,47,System,System update failure,System Administration Team,Low,48,24,No,,,
0043267279,2023-09-14,1527,32,Software,Excel not responding,Application Support Team,High,4,1,No,,,
0043267646,2022-11-13,1244,46,Login Access,Unable to login to system,Access Management Team,Low,48,15,No,,,
0043269027,2024-06-24,1452,50,System,Operating system crash,System Administration Team,High,4,20,Yes,,,
0043269269,2024-05-15,1486,32,Software,Outlook not opening,Application Support Team,High,4,3,No,,,
0043269580,2022-03-13,898,45,Hardware,Printer not printing,Hardware Support Team,Medium,24,25,Yes,,,
0043270654,2023-09-26,715,26,Software,Outlook not opening,Application Support Team,Medium,24,9,No,,,
0043270741,2024-07-09,1634,27,Software,Excel not responding,Application Support Team,Medium,24,4,No,,,
0043272195,2023-03-01,959,21,Hardware,Printer not printing,Hardware Support Team,Medium,24,46,Yes,,,
0043272299,2022-10-09,1609,2,System,Operating system crash,System Administration Team,High,4,49,Yes,,,
0043272626,2022-02-08,602,46,System,System update failure,System Administration Team,Low,48,18,No,,,
0043272978,2024-01-30,297,29,Hardware,Monitor display issue,Hardware Support Team,Low,48,15,No,,,
0043273023,2023-03-23,1742,10,System,System update failure,System Administration Team,Low,48,54,Yes,,,
0043274674,2024-01-19,947,16,Login Access,Unable to login to system,Access Management Team,Medium,24,8,No,,,
0043276275,2023-11-27,1157,2,Login Access,VPN login issue,Access Management Team,High,4,36,Yes,,,
0043276463,2023-08-13,1396,34,Login Access,Unable to login to system,Access Management Team,High,4,2,No,,,
0043278939,2022-12-04,1093,49,Login Access,Unable to login to system,Access Management Team,High,4,1,No,,,
0043280092,2023-08-14,429,20,System,Operating system crash,System Administration Team,High,4,17,Yes,,,
0043280680,2024-01-06,298,36,System,Operating system crash,System Administration Team,High,4,26,Yes,,,
0043280689,2023-08-01,1348,16,Software,Excel not responding,Application Support Team,Medium,24,66,Yes,,,
0043281318,2024-07-17,191,43,Software,Application crash,Application Support Team,Medium,24,36,Yes,,,
0043281808,2023-11-09,1750,38,System,Blue screen error,System Administration Team,High,4,86,Yes,,,
0043282989,2024-04-27,268,49,Login Access,Account locked,Access Management Team,Medium,24,41,Yes,,,
0043283410,2024-08-19,1221,14,Hardware,Laptop not turning on,Hardware Support Team,High,4,21,Yes,,,
0043283506,2023-09-25,950,5,Hardware,Keyboard not working,Hardware Support Team,High,4,1,No,,,
0043284713,2022-03-14,701,7,Software,Excel not responding,Application Support Team,High,4,33,Yes,,,
0043285914,2022-03-24,931,29,Software,Software installation failure,Application Support Team,Medium,24,24,No,,,
0043285964,2022-10-20,1156,39,Software,Outlook not opening,Application Support Team,High,4,1,No,,,
0043287304,2022-06-18,1000,43,System,Blue screen error,System Administration Team,High,4,3,No,,,
0043287637,2022-11-02,1733,16,System,Operating system crash,System Administration Team,High,4,17,Yes,,,
0043287814,2024-07-13,831,18,System,System running slow,System Administration Team,High,4,32,Yes,,,
0043288188,2022-07-29,288,11,System,Operating system crash,System Administration Team,High,4,51,Yes,,,
0043288639,2023-05-13,1893,16,Hardware,Keyboard not working,Hardware Support Team,Medium,24,62,Yes,,,
0043289659,2022-06-25,925,16,Software,Outlook not opening,Application Support Team,High,4,4,No,,,
0043290142,2023-06-26,1904,21,Login Access,Unable to login to system,Access Management Team,High,4,1,No,,,
0043290791,2023-12-12,1209,27,Software,Application crash,Application Support Team,Medium,24,4,No,,,
0043291024,2023-09-03,1152,30,Software,Application crash,Application Support Team,Medium,24,23,No,,,
0043291052,2024-06-20,1715,40,Hardware,Printer not printing,Hardware Support Team,Medium,24,18,No,,,
0043292244,2024-03-21,1084,2,Hardware,Laptop not turning on,Hardware Support Team,High,4,2,No,,,
0043293614,2023-06-03,881,36,Software,Outlook not opening,Application Support Team,High,4,2,No,,,
0043294002,2022-05-18,910,50,Software,Excel not responding,Application Support Team,Low,48,41,No,,,
0043294409,2024-11-30,660,24,System,Operating system crash,System Administration Team,High,4,55,Yes,,,
0043295129,2022-09-20,1102,41,System,System running slow,System Administration Team,Medium,24,44,Yes,,,
0043295512,2022-10-27,561,35,Hardware,Printer not printing,Hardware Support Team,Medium,24,12,No,,,
0043295935,2023-02-07,93,9,System,System running slow,System Administration Team,Low,48,12,No,,,
0043297061,2023-11-05,1956,10,System,Operating system crash,System Administration Team,High,4,3,No,,,
0043297203,2024-06-22,850,2,Software,Software installation failure,Application Support Team,Medium,24,15,No,,,
0043297341,2022-04-15,1364,33,System,Blue screen error,System Administration Team,High,4,19,Yes,,,
0043298767,2024-09-19,1866,17,Hardware,Printer not printing,Hardware Support Team,Medium,24,3,No,,,
0043299686,2023-08-14,1078,26,System,Blue screen error,System Administration Team,High,4,4,No,,,
0043299864,2023-10-05,1286,18,System,Operating system crash,System Administration Team,High,4,18,Yes,,,
0043299884,2024-05-25,1278,48,System,System running slow,System Administration Team,Low,48,17,No,,,
0043300341,2024-09-25,174,3,Hardware,Laptop not turning on,Hardware Support Team,High,4,47,Yes,,,
0043300901,2023-11-21,900,19,Hardware,Monitor display issue,Hardware Support Team,Low,48,21,No,,,
0043301162,2022-01-08,166,11,Login Access,VPN login issue,Access Management Team,Low,48,94,Yes,,,
0043301649,2024-03-20,1214,26,System,System update failure,System Administration Team,Low,48,18,No,,,
0043302295,2023-10-18,419,12,Hardware,Printer not printing,Hardware Support Team,Medium,24,4,No,,,
0043302378,2024-03-05,227,3,Hardware,Laptop not turning on,Hardware Support Team,High,4,4,No,,,
0043303143,2022-04-07,1914,1,Software,Software installation failure,Application Support Team,Medium,24,43,Yes,,,
0043303205,2024-10-16,720,32,Software,Application crash,Application Support Team,Medium,24,71,Yes,,,
0043303543,2022-02-02,524,35,System,System running slow,System Administration Team,Low,48,14,No,,,
0043306533,2023-12-18,83,15,System,System running slow,System Administration Team,High,4,2,No,,,
0043306561,2023-12-19,996,5,System,Operating system crash,System Administration Team,High,4,1,No,,,
0043306758,2022-02-14,925,37,Hardware,Laptop not turning on,Hardware Support Team,High,4,25,Yes,,,
0043307722,2023-06-02,542,17,Hardware,Monitor display issue,Hardware Support Team,Medium,24,9,No,,,
0043308175,2022-08-17,1277,31,Hardware,Printer not printing,Hardware Support Team,Medium,24,2,No,,,
0043310386,2024-09-10,618,13,Login Access,Account locked,Access Management Team,Medium,24,8,No,,,
0043312234,2022-08-08,213,12,System,Blue screen error,System Administration Team,High,4,23,Yes,,,
0043312783,2022-04-13,1178,47,Software,Excel not responding,Application Support Team,High,4,3,No,,,
0043315785,2023-11-29,1418,47,System,Blue screen error,System Administration Team,High,4,46,Yes,,,
0043315933,2023-06-02,1063,29,Hardware,Keyboard not working,Hardware Support Team,High,4,2,No,,,
0043316738,2024-10-10,1103,47,Login Access,Password reset request,Access Management Team,Low,48,83,Yes,,,
0043317056,2023-01-01,315,20,Hardware,Keyboard not working,Hardware Support Team,High,4,1,No,,,
0043317227,2024-02-11,1832,42,Software,Outlook not opening,Application Support Team,Medium,24,24,No,,,
0043318218,2023-11-15,1041,2,Login Access,VPN login issue,Access Management Team,Low,48,71,Yes,,,
0043318578,2022-07-26,987,25,Software,Excel not responding,Application Support Team,Low,48,17,No,,,
0043318816,2022-05-07,1851,38,Login Access,Unable to login to system,Access Management Team,Medium,24,66,Yes,,,
0043319281,2023-04-05,288,22,Hardware,Monitor display issue,Hardware Support Team,Medium,24,16,No,,,
0043319737,2022-03-01,1233,7,Hardware,Monitor display issue,Hardware Support Team,Medium,24,7,No,,,
0043320429,2022-08-02,1002,44,Login Access,Unable to login to system,Access Management Team,Medium,24,14,No,,,
0043320472,2023-01-04,1567,4,Software,Software installation failure,Application Support Team,Medium,24,4,No,,,
0043320485,2023-09-12,1238,14,System,System running slow,System Administration Team,Low,48,31,No,,,
0043320507,2023-02-08,1920,15,Software,Outlook not opening,Application Support Team,Low,48,46,No,,,
0043320638,2022-04-22,1103,26,System,System update failure,System Administration Team,Low,48,2,No,,,
0043321259,2022-10-08,1735,2,Software,Outlook not opening,Application Support Team,Medium,24,24,No,,,
0043321527,2023-03-28,1412,5,Hardware,Monitor display issue,Hardware Support Team,Low,48,80,Yes,,,
0043322293,2023-07-10,1029,12,Software,Excel not responding,Application Support Team,High,4,25,Yes,,,
0043322666,2022-08-31,896,36,Hardware,Monitor display issue,Hardware Support Team,High,4,2,No,,,
0043324497,2023-12-03,1109,44,Login Access,Account locked,Access Management Team,Medium,24,22,No,,,
0043325690,2023-04-27,1919,36,Login Access,Password reset request,Access Management Team,Low,48,18,No,,,
0043326154,2024-05-02,1675,31,System,Operating system crash,System Administration Team,High,4,3,No,,,
0043326896,2023-11-09,519,38,System,Blue screen error,System Administration Team,High,4,1,No,,,
0043327516,2024-09-02,601,5,Login Access,Account locked,Access Management Team,Medium,24,58,Yes,,,
0043328149,2024-05-14,154,41,Hardware,Monitor display issue,Hardware Support Team,High,4,2,No,,,
0043328526,2022-06-23,1202,45,System,Blue screen error,System Administration Team,High,4,16,Yes,,,
0043328539,2023-08-29,1873,45,Software,Software installation failure,Application Support Team,Medium,24,2,No,,,
0043328721,2022-07-02,1572,37,System,Operating system crash,System Administration Team,High,4,15,Yes,,,
0043329951,2022-09-04,1005,29,Software,Application crash,Application Support Team,Medium,24,17,No,,,
0043329982,2022-02-07,458,29,Hardware,Laptop not turning on,Hardware Support Team,High,4,2,No,,,
0043330091,2024-08-29,1089,10,Software,Application crash,Application Support Team,Medium,24,33,Yes,,,
0043330147,2022-05-06,324,21,Hardware,Printer not printing,Hardware Support Team,Medium,24,3,No,,,
0043331084,2022-01-14,1348,30,Login Access,Unable to login to system,Access Management Team,Medium,24,20,No,,,
0043331479,2022-07-06,87,44,Login Access,VPN login issue,Access Management Team,Medium,24,13,No,,,
0043331570,2022-06-05,27,5,Software,Application crash,Application Support Team,Medium,24,1,No,,,
0043331952,2023-10-16,1115,9,Login Access,Unable to login to system,Access Management Team,Low,48,17,No,,,
0043332187,2023-05-07,108,31,Login Access,Unable to login to system,Access Management Team,High,4,3,No,,,
0043332401,2024-06-02,950,34,Hardware,Laptop not turning on,Hardware Support Team,High,4,2,No,,,
0043332751,2023-04-23,955,17,Software,Excel not responding,Application Support Team,Medium,24,9,No,,,
0043333440,2022-07-21,414,34,Hardware,Keyboard not working,Hardware Support Team,High,4,36,Yes,,,
0043334371,2023-08-02,1207,43,Software,Software installation failure,Application Support Team,Medium,24,5,No,,,
0043334997,2024-05-22,329,39,Software,Software installation failure,Application Support Team,Medium,24,4,No,,,
0043336111,2024-04-05,871,1,System,System running slow,System Administration Team,High,4,2,No,,,
0043336674,2022-09-09,1837,16,Hardware,Printer not printing,Hardware Support Team,Medium,24,1,No,,,
0043337019,2022-09-03,251,50,Software,Software installation failure,Application Support Team,Medium,24,4,No,,,
0043337837,2023-12-04,93,8,Hardware,Printer not printing,Hardware Support Team,Medium,24,9,No,,,
0043338148,2023-09-27,434,21,System,System update failure,System Administration Team,Low,48,62,Yes,,,
0043338243,2024-11-24,544,2,Hardware,Laptop not turning on,Hardware Support Team,High,4,57,Yes,,,
0043338916,2024-07-30,1,9,System,Operating system crash,System Administration Team,High,4,58,Yes,,,
0043339342,2022-07-02,154,33,Login Access,VPN login issue,Access Management Team,Medium,24,7,No,,,
0043339890,2024-03-10,1279,28,Software,Excel not responding,Application Support Team,Medium,24,20,No,,,
0043340611,2023-07-23,701,6,System,System running slow,System Administration Team,High,4,39,Yes,,,
0043340780,2024-03-10,1528,7,Hardware,Monitor display issue,Hardware Support Team,Medium,24,19,No,,,
0043341664,2022-06-05,166,6,Hardware,Laptop not turning on,Hardware Support Team,High,4,34,Yes,,,
0043341946,2024-07-21,1094,49,Software,Outlook not opening,Application Support Team,Medium,24,16,No,,,
0043341984,2023-06-16,1338,29,Software,Application crash,Application Support Team,Medium,24,35,Yes,,,
0043342566,2022-01-25,1546,35,Login Access,Account locked,Access Management Team,Medium,24,1,No,,,
0043342672,2022-04-21,1897,26,Software,Application crash,Application Support Team,Medium,24,6,No,,,
0043343242,2023-07-25,1704,2,System,System update failure,System Administration Team,Low,48,15,No,,,
0043343657,2024-06-14,1905,16,Hardware,Laptop not turning on,Hardware Support Team,High,4,44,Yes,,,
0043344609,2024-12-18,1250,46,Hardware,Printer not printing,Hardware Support Team,Medium,24,24,No,,,
0043344789,2024-10-17,288,37,Login Access,Unable to login to system,Access Management Team,High,4,3,No,,,
0043344883,2023-07-31,1468,48,Login Access,Password reset request,Access Management Team,Low,48,1,No,,,
0043344997,2024-11-20,559,9,Software,Software installation failure,Application Support Team,Medium,24,43,Yes,,,
0043345528,2023-01-13,1772,35,Login Access,Password reset request,Access Management Team,Low,48,53,Yes,,,
0043345966,2024-06-02,1336,9,Login Access,Password reset request,Access Management Team,Low,48,44,No,,,
0043346279,2024-02-19,1897,2,System,System update failure,System Administration Team,Low,48,70,Yes,,,
0043346585,2022-02-08,1478,35,Login Access,VPN login issue,Access Management Team,Medium,24,23,No,,,
0043346757,2023-03-10,185,27,Software,Software installation failure,Application Support Team,Medium,24,7,No,,,
0043347252,2023-10-25,125,12,Software,Excel not responding,Application Support Team,Medium,24,21,No,,,
0043347500,2022-01-07,1910,25,System,System update failure,System Administration Team,Low,48,29,No,,,
0043347502,2024-05-06,1290,35,System,System update failure,System Administration Team,Low,48,18,No,,,
0043349163,2023-10-23,1196,31,Hardware,Printer not printing,Hardware Support Team,Medium,24,3,No,,,
0043349484,2023-03-21,8,24,Login Access,Password reset request,Access Management Team,Low,48,18,No,,,
0043349760,2024-05-18,1726,27,Login Access,VPN login issue,Access Management Team,High,4,5,Yes,,,
0043349919,2023-08-19,851,19,Login Access,Unable to login to system,Access Management Team,High,4,3,No,,,
0043350459,2022-05-07,1825,44,Login Access,Unable to login to system,Access Management Team,High,4,38,Yes,,,
0043350565,2024-02-02,356,5,Login Access,Account locked,Access Management Team,Medium,24,39,Yes,,,
0043353426,2024-12-22,1352,4,Software,Application crash,Application Support Team,Medium,24,24,No,,,
0043353591,2022-09-15,499,45,Hardware,Printer not printing,Hardware Support Team,Medium,24,15,No,,,
0043354362,2023-05-22,1916,33,Hardware,Laptop not turning on,Hardware Support Team,High,4,18,Yes,,,
0043355057,2023-02-03,25,40,System,Operating system crash,System Administration Team,High,4,7,Yes,,,
0043355120,2023-01-25,1142,41,Software,Software installation failure,Application Support Team,Medium,24,22,No,,,
0043355143,2022-06-23,1824,31,Hardware,Printer not printing,Hardware Support Team,Medium,24,25,Yes,,,
0043358089,2024-07-12,888,20,Login Access,Account locked,Access Management Team,Medium,24,24,No,,,
0043358437,2023-12-13,803,4,System,Operating system crash,System Administration Team,High,4,4,No,,,
0043358650,2022-05-06,215,26,System,System running slow,System Administration Team,Medium,24,14,No,,,
0043358812,2023-05-05,1351,48,System,System running slow,System Administration Team,High,4,2,No,,,
0043358895,2022-08-29,1659,48,Login Access,VPN login issue,Access Management Team,High,4,2,No,,,
0043358991,2022-02-28,119,19,System,Blue screen error,System Administration Team,High,4,19,Yes,,,
0043359368,2023-12-09,1226,33,Software,Excel not responding,Application Support Team,High,4,4,No,,,
0043360120,2024-03-02,1122,41,Login Access,VPN login issue,Access Management Team,Medium,24,63,Yes,,,
0043360313,2024-09-17,161,3,Login Access,Account locked,Access Management Team,Medium,24,24,No,,,
0043360973,2024-12-03,1387,29,Hardware,Laptop not turning on,Hardware Support Team,High,4,8,Yes,,,
0043361815,2023-01-13,1941,48,System,System running slow,System Administration Team,High,4,2,No,,,
0043361894,2022-06-22,789,28,Login Access,Account locked,Access Management Team,Medium,24,15,No,,,
0043362561,2023-07-08,1556,45,Software,Outlook not opening,Application Support Team,Low,48,22,No,,,
0043363705,2023-07-25,800,47,System,System update failure,System Administration Team,Low,48,1,No,,,
0043363719,2022-10-31,1821,47,Login Access,VPN login issue,Access Management Team,High,4,33,Yes,,,
0043363767,2024-09-16,846,7,System,Operating system crash,System Administration Team,High,4,13,Yes,,,
0043364062,2022-09-01,736,20,Hardware,Printer not printing,Hardware Support Team,Medium,24,9,No,,,
0043364615,2022-01-01,531,16,Hardware,Printer not printing,Hardware Support Team,Medium,24,38,Yes,,,
0043366275,2023-01-01,1877,12,Software,Outlook not opening,Application Support Team,Low,48,64,Yes,,,
0043366412,2022-10-19,681,44,Software,Software installation failure,Application Support Team,Medium,24,2,No,,,
0043366633,2023-04-21,313,6,Login Access,VPN login issue,Access Management Team,High,4,4,No,,,
0043369423,2024-12-21,1322,34,Software,Outlook not opening,Application Support Team,Medium,24,32,Yes,,,
0043369565,2023-07-18,1536,45,Login Access,Unable to login to system,Access Management Team,High,4,21,Yes,,,
0043370315,2024-09-09,931,23,Software,Excel not responding,Application Support Team,Medium,24,20,No,,,
0043370838,2024-05-22,1733,18,System,Operating system crash,System Administration Team,High,4,14,Yes,,,
0043371049,2024-08-12,1364,30,System,Blue screen error,System Administration Team,High,4,39,Yes,,,
0043372090,2023-05-07,1159,30,Hardware,Keyboard not working,Hardware Support Team,High,4,3,No,,,
0043372598,2022-11-19,1409,45,Hardware,Laptop not turning on,Hardware Support Team,High,4,16,Yes,,,
0043373384,2023-11-16,1578,43,Software,Excel not responding,Application Support Team,High,4,4,No,,,
0043373947,2023-12-04,614,9,Hardware,Printer not printing,Hardware Support Team,Medium,24,41,Yes,,,
0043374026,2024-03-30,1122,10,Login Access,Password reset request,Access Management Team,Low,48,27,No,,,
0043374510,2022-07-21,1091,35,Login Access,VPN login issue,Access Management Team,Medium,24,58,Yes,,,
0043375264,2022-08-08,1696,22,Software,Excel not responding,Application Support Team,Low,48,4,No,,,
0043375639,2023-08-04,823,36,System,Operating system crash,System Administration Team,High,4,3,No,,,
0043376537,2023-10-02,1663,35,Hardware,Printer not printing,Hardware Support Team,Medium,24,82,Yes,,,
0043377453,2024-08-26,305,4,Login Access,Unable to login to system,Access Management Team,Medium,24,28,Yes,,,
0043377704,2023-06-12,1540,27,Hardware,Keyboard not working,Hardware Support Team,Low,48,23,No,,,
0043377744,2024-09-17,324,17,Login Access,Password reset request,Access Management Team,Low,48,27,No,,,
0043377769,2023-09-14,876,27,Hardware,Laptop not turning on,Hardware Support Team,High,4,3,No,,,
0043378323,2022-06-24,262,3,Login Access,VPN login issue,Access Management Team,Medium,24,17,No,,,
0043378473,2024-01-17,1797,24,Login Access,Password reset request,Access Management Team,Low,48,39,No,,,
0043378771,2022-08-25,797,47,Login Access,VPN login issue,Access Management Team,Medium,24,48,Yes,,,
0043378962,2022-05-09,1106,49,System,System running slow,System Administration Team,High,4,4,No,,,
0043379944,2022-12-17,1554,49,System,Operating system crash,System Administration Team,High,4,21,Yes,,,
0043380178,2023-04-11,867,21,Hardware,Keyboard not working,Hardware Support Team,Medium,24,28,Yes,,,
0043380540,2024-07-21,554,15,Hardware,Keyboard not working,Hardware Support Team,High,4,20,Yes,,,
0043381834,2022-07-08,1983,18,Software,Excel not responding,Application Support Team,High,4,4,No,,,
0043382069,2024-06-17,186,40,Login Access,VPN login issue,Access Management Team,Medium,24,7,No,,,
0043383142,2023-12-22,134,11,System,Blue screen error,System Administration Team,High,4,4,No,,,
0043384709,2022-07-19,1820,37,Login Access,Account locked,Access Management Team,Medium,24,55,Yes,,,
0043385163,2023-09-04,1996,21,Software,Excel not responding,Application Support Team,High,4,1,No,,,
0043386961,2024-06-25,1586,19,Login Access,Account locked,Access Management Team,Medium,24,18,No,,,
0043387626,2023-03-05,812,6,Software,Outlook not opening,Application Support Team,High,4,6,Yes,,,
0043388624,2023-07-14,512,16,Software,Software installation failure,Application Support Team,Medium,24,67,Yes,,,
0043389259,2022-05-14,1705,12,System,System update failure,System Administration Team,Low,48,1,No,,,
0043389440,2023-07-07,1714,14,System,System update failure,System Administration Team,Low,48,34,No,,,
0043390193,2022-03-19,1999,1,Software,Outlook not opening,Application Support Team,Low,48,21,No,,,
0043390859,2023-02-16,555,48,Login Access,Password reset request,Access Management Team,Low,48,43,No,,,
0043391950,2022-12-19,1185,29,Login Access,Unable to login to system,Access Management Team,High,4,4,No,,,
0043392034,2022-03-22,613,50,Hardware,Printer not printing,Hardware Support Team,Medium,24,18,No,,,
0043393665,2022-04-21,1476,16,Software,Outlook not opening,Application Support Team,Low,48,59,Yes,,,
0043393795,2024-07-03,719,47,Login Access,VPN login issue,Access Management Team,High,4,1,No,,,
0043394843,2022-12-15,684,38,System,Blue screen error,System Administration Team,High,4,34,Yes,,,
0043395290,2023-07-22,259,2,System,Blue screen error,System Administration Team,High,4,6,Yes,,,
0043397384,2024-03-10,1678,13,Hardware,Laptop not turning on,Hardware Support Team,High,4,31,Yes,,,
0043397751,2022-05-19,915,47,Hardware,Printer not printing,Hardware Support Team,Medium,24,3,No,,,
0043397926,2022-02-02,1392,9,Software,Excel not responding,Application Support Team,Low,48,65,Yes,,,
0043398023,2023-10-24,1812,30,System,System running slow,System Administration Team,Medium,24,10,No,,,
0043398695,2024-12-07,1879,26,System,System update failure,System Administration Team,Low,48,1,No,,,
0043398867,2022-05-04,766,28,System,Operating system crash,System Administration Team,High,4,6,Yes,,,
0043399044,2024-06-01,544,10,System,System update failure,System Administration Team,Low,48,24,No,,,
0043399665,2024-12-04,1326,16,System,Operating system crash,System Administration Team,High,4,15,Yes,,,
0043401031,2024-08-20,243,20,Login Access,Account locked,Access Management Team,Medium,24,23,No,,,
0043402986,2023-05-23,1128,49,System,Blue screen error,System Administration Team,High,4,36,Yes,,,
0043403151,2023-12-01,1915,1,Hardware,Printer not printing,Hardware Support Team,Medium,24,3,No,,,
0043403785,2022-10-15,1758,47,Hardware,Keyboard not working,Hardware Support Team,Low,48,57,Yes,,,
0043404062,2022-11-21,186,40,System,Blue screen error,System Administration Team,High,4,51,Yes,,,
0043404664,2022-04-28,1086,36,Hardware,Monitor display issue,Hardware Support Team,High,4,1,No,,,
0043406764,2024-10-22,226,27,System,Blue screen error,System Administration Team,High,4,94,Yes,,,
0043407265,2024-06-24,1536,42,Login Access,Unable to login to system,Access Management Team,Medium,24,9,No,,,
0043408611,2023-06-17,1981,36,Login Access,VPN login issue,Access Management Team,Medium,24,16,No,,,
0043409359,2024-12-10,265,43,Login Access,Password reset request,Access Management Team,Low,48,3,No,,,
0043409845,2024-03-20,1534,38,System,Blue screen error,System Administration Team,High,4,13,Yes,,,
0043411135,2024-06-07,553,31,Login Access,VPN login issue,Access Management Team,Low,48,1,No,,,
0043411289,2024-07-01,1038,22,Software,Excel not responding,Application Support Team,Medium,24,21,No,,,
0043411328,2023-10-15,1252,33,Software,Outlook not opening,Application Support Team,Low,48,19,No,,,
0043411550,2022-10-08,625,25,Software,Software installation failure,Application Support Team,Medium,24,41,Yes,,,
0043412452,2023-02-05,775,34,System,System running slow,System Administration Team,High,4,4,No,,,
0043412456,2022-09-27,945,34,System,Operating system crash,System Administration Team,High,4,10,Yes,,,
0043412571,2023-12-02,1547,15,Hardware,Laptop not turning on,Hardware Support Team,High,4,21,Yes,,,
0043412603,2024-04-17,1330,26,Hardware,Printer not printing,Hardware Support Team,Medium,24,4,No,,,
0043412781,2023-11-22,518,17,System,System update failure,System Administration Team,Low,48,9,No,,,
0043413069,2024-12-27,1186,40,Hardware,Monitor display issue,Hardware Support Team,Low,48,7,No,,,
0043413940,2022-10-31,824,29,Software,Excel not responding,Application Support Team,High,4,3,No,,,
0043414357,2022-12-24,1325,23,Login Access,Password reset request,Access Management Team,Low,48,27,No,,,
0043415720,2022-10-10,1452,7,Login Access,Password reset request,Access Management Team,Low,48,1,No,,,
0043416445,2024-12-31,1084,44,System,Operating system crash,System Administration Team,High,4,80,Yes,,,
0043417021,2023-07-25,1132,30,System,Operating system crash,System Administration Team,High,4,30,Yes,,,
0043417182,2023-02-14,288,21,Software,Software installation failure,Application Support Team,Medium,24,69,Yes,,,
0043418113,2024-09-14,911,21,Software,Excel not responding,Application Support Team,Medium,24,49,Yes,,,
0043418305,2024-07-30,1130,13,Hardware,Printer not printing,Hardware Support Team,Medium,24,20,No,,,
0043419503,2024-09-01,260,5,System,Blue screen error,System Administration Team,High,4,1,No,,,
0043421783,2023-10-20,1608,47,System,Operating system crash,System Administration Team,High,4,10,Yes,,,
0043422610,2024-01-14,641,46,Software,Outlook not opening,Application Support Team,High,4,3,No,,,
0043422641,2024-09-11,1414,16,Software,Application crash,Application Support Team,Medium,24,7,No,,,
0043423400,2022-05-08,1190,34,Hardware,Monitor display issue,Hardware Support Team,High,4,3,No,,,
0043423933,2022-01-04,713,29,Login Access,Account locked,Access Management Team,Medium,24,3,No,,,
0043424039,2022-02-16,1893,40,Login Access,Password reset request,Access Management Team,Low,48,5,No,,,
0043424305,2024-08-22,390,13,Login Access,Unable to login to system,Access Management Team,High,4,52,Yes,,,
0043425845,2024-05-23,1444,48,Software,Outlook not opening,Application Support Team,High,4,1,No,,,
0043427923,2024-05-05,712,29,System,Blue screen error,System Administration Team,High,4,26,Yes,,,
0043428440,2022-10-27,1174,24,Software,Software installation failure,Application Support Team,Medium,24,18,No,,,
0043428887,2023-12-26,1308,8,Hardware,Laptop not turning on,Hardware Support Team,High,4,6,Yes,,,
0043429596,2023-02-20,1389,15,Software,Outlook not opening,Application Support Team,High,4,3,No,,,
0043429897,2023-02-14,99,38,Hardware,Laptop not turning on,Hardware Support Team,High,4,2,No,,,
0043430109,2022-07-02,220,1,Software,Application crash,Application Support Team,Medium,24,4,No,,,
0043431208,2023-06-04,1510,32,System,System running slow,System Administration Team,High,4,35,Yes,,,
0043431266,2022-04-28,936,42,Login Access,Account locked,Access Management Team,Medium,24,58,Yes,,,
0043433143,2022-11-20,14,31,Login Access,Account locked,Access Management Team,Medium,24,37,Yes,,,
0043433347,2022-06-10,1874,23,Software,Software installation failure,Application Support Team,Medium,24,20,No,,,
0043433464,2023-09-27,1656,44,System,Blue screen error,System Administration Team,High,4,6,Yes,,,
0043433545,2022-01-14,1304,35,Software,Application crash,Application Support Team,Medium,24,2,No,,,
0043435130,2023-06-14,723,21,System,System running slow,System Administration Team,Medium,24,16,No,,,
0043435632,2024-08-16,133,36,Software,Application crash,Application Support Team,Medium,24,44,Yes,,,
0043436053,2023-10-05,255,50,Login Access,VPN login issue,Access Management Team,Medium,24,44,Yes,,,
0043437863,2022-07-01,966,38,Hardware,Printer not printing,Hardware Support Team,Medium,24,12,No,,,
0043437867,2023-05-21,1586,28,Software,Outlook not opening,Application Support Team,Low,48,3,No,,,
0043438499,2022-08-21,1609,4,Hardware,Keyboard not working,Hardware Support Team,High,4,3,No,,,
0043438732,2023-01-15,1703,37,Login Access,Account locked,Access Management Team,Medium,24,1,No,,,
0043439302,2023-10-04,1610,3,Login Access,Password reset request,Access Management Team,Low,48,7,No,,,
